"leave","country_code","gender","age","years_education","news_consumption","trust_people","trust_politicians","past_vote","immig_econ","immig_culture","country_attach","religion","climate_change","imp_tradition","imp_equality","income","eu_integration","trade_union","unemployed","train"
0,"GB","Male",56,0,300,3,9,"Yes",3,6,5,"Islamic",5,4,5,0,5,0,TRUE,FALSE
0,"GB","Male",93,11,120,8,8,"Yes",9,8,9,"Protestant",4,1,2,1,10,1,FALSE,FALSE
0,"GB","Female",75,17,60,8,2,"Yes",7,7,10,"Roman Catholic",2,3,1,0,8,1,FALSE,TRUE
0,"GB","Female",33,13,180,2,1,"Yes",3,4,5,"Islamic",4,1,1,0,3,0,FALSE,TRUE
0,"GB","Female",35,16,90,7,6,"Yes",7,8,7,"Roman Catholic",4,3,5,1,5,0,FALSE,TRUE
0,"GB","Male",63,18,180,4,5,"Yes",10,10,10,"Islamic",4,4,1,0,2,0,FALSE,FALSE
0,"GB","Male",69,11,60,5,7,"Yes",6,5,8,"Protestant",3,4,2,1,4,1,FALSE,TRUE
1,"GB","Male",50,11,60,6,7,"Yes",0,0,10,"Protestant",3,1,1,1,0,0,FALSE,TRUE
1,"GB","Female",69,18,60,5,4,"Yes",5,5,9,"Protestant",3,1,3,0,6,1,FALSE,TRUE
1,"GB","Female",67,18,150,7,7,"Yes",8,8,10,"Protestant",4,2,2,1,2,1,FALSE,FALSE
0,"GB","Female",69,15,50,5,5,"Yes",8,5,10,"Protestant",3,3,2,0,4,1,FALSE,FALSE
0,"GB","Female",38,15,0,5,0,"Yes",7,5,3,"Roman Catholic",3,5,1,0,5,1,FALSE,FALSE
1,"GB","Male",67,17,30,8,1,"Yes",4,1,10,"Protestant",1,2,2,0,0,1,FALSE,FALSE
1,"GB","Female",79,13,90,5,6,"Yes",6,7,8,"Roman Catholic",4,1,3,0,3,0,FALSE,FALSE
1,"GB","Female",71,17,150,7,4,"Yes",5,3,10,"Protestant",3,3,2,1,1,0,FALSE,TRUE
0,"GB","Female",62,13,360,7,4,"Yes",5,6,7,"Protestant",4,2,2,0,8,0,FALSE,TRUE
1,"GB","Female",86,14,60,7,3,"Yes",3,3,8,"Protestant",2,1,2,0,3,1,FALSE,FALSE
0,"GB","Female",24,18,90,6,3,"Yes",8,10,7,"Protestant",3,4,2,1,6,0,FALSE,TRUE
0,"GB","Female",64,14,30,5,5,"Yes",7,6,9,"Protestant",3,2,2,1,3,1,FALSE,TRUE
1,"GB","Male",70,22,60,7,3,"Yes",6,3,9,"Other",5,4,1,1,0,1,FALSE,FALSE
0,"GB","Female",81,9,120,7,4,"Yes",7,9,5,"Roman Catholic",4,4,1,0,5,0,FALSE,FALSE
1,"GB","Female",26,17,20,6,4,"Yes",6,5,10,"Other",5,2,1,1,4,1,FALSE,TRUE
1,"GB","Male",44,15,60,7,5,"No",7,8,10,"Roman Catholic",2,3,1,0,0,0,FALSE,FALSE
0,"GB","Female",88,8,90,4,3,"Yes",2,4,7,"Protestant",4,3,2,0,5,0,FALSE,FALSE
1,"GB","Male",67,10,60,0,6,"Yes",5,5,10,"Protestant",4,2,2,0,6,1,FALSE,FALSE
0,"GB","Male",61,20,425,3,7,"Yes",6,10,7,"Protestant",3,3,2,1,1,1,FALSE,TRUE
0,"GB","Female",57,22,30,5,6,"Yes",8,10,10,"Protestant",2,1,1,1,6,1,FALSE,FALSE
1,"GB","Male",78,10,60,5,0,"Yes",3,0,10,"Roman Catholic",3,1,1,1,2,1,FALSE,TRUE
0,"GB","Female",40,14,600,5,4,"Yes",8,10,7,"Protestant",4,1,1,1,3,1,FALSE,FALSE
1,"GB","Female",53,20,60,7,5,"Yes",4,4,6,"Protestant",3,2,2,1,2,0,FALSE,FALSE
1,"GB","Female",43,16,30,5,1,"Yes",4,7,9,"Protestant",2,3,3,1,2,0,FALSE,FALSE
0,"GB","Female",47,11,10,7,2,"No",8,8,7,"Roman Catholic",4,2,4,0,7,0,FALSE,TRUE
1,"GB","Female",48,15,30,4,0,"Yes",0,2,9,"Protestant",5,2,2,0,0,1,FALSE,FALSE
0,"GB","Female",54,20,150,7,2,"Yes",9,10,7,"Protestant",5,4,1,0,7,1,FALSE,TRUE
1,"GB","Male",69,11,10,5,4,"Yes",8,5,0,"Protestant",2,3,2,0,5,1,FALSE,TRUE
1,"GB","Male",72,12,60,0,0,"Yes",5,0,8,"Roman Catholic",3,1,5,0,3,1,FALSE,FALSE
1,"GB","Female",75,17,120,8,6,"Yes",7,8,8,"Protestant",3,4,4,1,3,1,FALSE,FALSE
0,"GB","Male",33,13,120,6,1,"No",6,6,7,"Islamic",3,5,2,1,7,0,FALSE,TRUE
0,"GB","Male",38,17,60,7,1,"Yes",8,10,5,"Roman Catholic",4,5,2,1,0,1,FALSE,FALSE
1,"GB","Female",77,11,180,6,4,"No",5,5,8,"Protestant",2,3,2,0,5,1,FALSE,TRUE
0,"GB","Female",74,11,30,5,3,"Yes",6,3,6,"Protestant",3,3,4,0,4,0,FALSE,TRUE
0,"GB","Male",54,17,60,6,6,"Yes",7,9,7,"Protestant",3,3,4,1,3,0,FALSE,TRUE
0,"GB","Female",83,18,150,5,0,"No",8,4,6,"Protestant",3,4,2,0,5,0,FALSE,FALSE
0,"GB","Female",45,22,30,4,7,"Yes",10,10,7,"Roman Catholic",5,3,1,1,8,1,FALSE,TRUE
0,"GB","Male",78,16,210,3,5,"Yes",7,7,9,"Protestant",3,2,4,0,5,0,FALSE,FALSE
1,"GB","Male",29,23,600,6,5,"Yes",9,8,10,"Protestant",4,1,1,0,3,0,FALSE,FALSE
1,"GB","Male",57,12,60,3,4,"Yes",1,2,5,"Protestant",1,5,5,1,0,1,FALSE,TRUE
0,"GB","Male",55,17,180,8,2,"Yes",10,8,9,"Roman Catholic",1,3,2,1,5,1,FALSE,FALSE
0,"GB","Male",53,12,10,8,2,"Yes",4,2,10,"Protestant",2,1,2,1,5,1,FALSE,FALSE
0,"GB","Female",57,11,90,7,7,"Yes",7,7,9,"Protestant",3,3,1,1,6,0,FALSE,TRUE
1,"GB","Female",18,12,60,7,3,"No",4,5,8,"Protestant",4,3,3,0,7,0,FALSE,FALSE
0,"GB","Male",88,30,90,7,6,"Yes",7,7,9,"Protestant",4,1,1,1,5,1,FALSE,TRUE
1,"GB","Male",53,22,120,5,8,"Yes",7,6,10,"Protestant",3,3,1,1,0,0,FALSE,TRUE
1,"GB","Male",55,17,60,5,4,"Yes",5,9,10,"Protestant",3,2,1,0,2,1,FALSE,FALSE
1,"GB","Female",69,14,60,3,3,"Yes",4,3,7,"Protestant",2,2,5,1,1,1,FALSE,TRUE
0,"GB","Male",75,10,180,4,4,"Yes",7,7,9,"Protestant",2,1,1,0,3,1,FALSE,FALSE
1,"GB","Male",28,11,60,7,4,"No",8,5,5,"Islamic",1,2,2,0,5,0,FALSE,TRUE
0,"GB","Female",36,20,120,6,5,"No",8,10,7,"Roman Catholic",3,3,1,0,2,0,TRUE,TRUE
0,"GB","Female",27,17,60,6,2,"Yes",10,10,5,"Roman Catholic",4,2,1,0,9,1,FALSE,TRUE
0,"GB","Male",86,11,240,8,4,"Yes",5,2,9,"Protestant",2,1,1,1,1,0,FALSE,TRUE
0,"GB","Female",41,11,110,5,0,"Yes",0,5,8,"Protestant",4,3,2,0,4,0,FALSE,FALSE
1,"GB","Male",81,14,120,6,7,"No",7,8,9,"Protestant",2,3,2,0,4,1,FALSE,FALSE
0,"GB","Male",73,11,45,7,5,"Yes",8,7,5,"Protestant",2,4,1,0,4,1,FALSE,TRUE
0,"GB","Female",68,19,60,8,4,"Yes",5,8,8,"Protestant",3,3,2,1,7,1,FALSE,FALSE
1,"GB","Female",46,17,180,6,2,"Yes",3,7,5,"Other",2,4,4,1,3,1,FALSE,TRUE
1,"GB","Male",73,11,240,8,4,"Yes",7,5,8,"Protestant",3,3,4,1,2,1,FALSE,TRUE
0,"GB","Female",60,20,90,5,6,"Yes",8,7,9,"Roman Catholic",4,2,1,1,7,0,FALSE,FALSE
0,"GB","Male",46,16,90,5,1,"Yes",10,10,10,"Protestant",3,6,1,1,3,0,FALSE,FALSE
1,"GB","Male",61,13,60,4,0,"Yes",3,5,6,"Roman Catholic",2,1,1,0,0,1,FALSE,FALSE
1,"GB","Male",55,11,60,7,6,"No",7,3,9,"Protestant",3,2,2,1,2,0,FALSE,TRUE
0,"GB","Male",54,11,180,5,5,"Yes",3,2,10,"Protestant",4,6,2,0,6,1,FALSE,FALSE
0,"GB","Male",87,13,120,0,5,"Yes",10,6,10,"Protestant",3,1,1,0,5,0,FALSE,FALSE
1,"GB","Female",81,10,270,8,4,"Yes",5,5,10,"Protestant",5,1,1,0,4,0,FALSE,TRUE
1,"GB","Male",66,10,240,7,5,"No",5,3,8,"Protestant",3,1,2,0,2,0,FALSE,TRUE
0,"GB","Female",21,14,120,4,1,"No",10,9,4,"Roman Catholic",3,4,5,0,9,0,FALSE,FALSE
0,"GB","Male",79,10,120,7,4,"Yes",5,2,10,"Protestant",3,2,3,0,1,1,FALSE,TRUE
0,"GB","Male",42,11,10,5,4,"Yes",10,10,10,"Protestant",3,2,2,0,5,0,FALSE,TRUE
1,"GB","Female",29,14,30,2,6,"Yes",8,8,7,"Protestant",3,2,2,1,3,0,FALSE,TRUE
1,"GB","Female",67,11,60,3,1,"Yes",3,3,7,"Protestant",3,4,2,0,5,1,FALSE,FALSE
0,"GB","Female",40,20,80,7,6,"Yes",7,8,7,"Protestant",3,5,2,1,6,1,FALSE,TRUE
1,"GB","Female",67,11,60,5,0,"Yes",5,6,8,"Protestant",2,2,2,0,4,1,FALSE,FALSE
0,"GB","Female",56,12,120,4,6,"Yes",7,8,9,"Protestant",3,2,2,1,6,0,FALSE,TRUE
1,"GB","Female",47,15,60,5,8,"Yes",8,9,9,"Protestant",5,1,2,0,7,0,FALSE,TRUE
0,"GB","Female",52,13,10,1,0,"No",10,8,0,"Protestant",2,2,5,0,0,0,FALSE,FALSE
1,"GB","Female",86,15,60,6,6,"Yes",5,5,8,"Protestant",2,4,4,0,5,1,FALSE,TRUE
1,"GB","Female",79,11,0,7,5,"Yes",5,4,9,"Protestant",4,2,4,0,5,0,FALSE,FALSE
1,"GB","Female",68,10,180,4,0,"Yes",3,0,6,"Protestant",3,2,1,0,0,0,FALSE,FALSE
0,"GB","Female",73,11,360,5,5,"Yes",5,5,5,"Islamic",3,1,2,1,2,0,FALSE,TRUE
0,"GB","Male",47,14,90,6,5,"No",8,10,8,"Protestant",3,2,2,0,5,1,FALSE,TRUE
0,"GB","Female",21,15,30,4,2,"Yes",7,7,4,"Roman Catholic",3,2,1,1,5,0,FALSE,TRUE
0,"GB","Male",41,17,60,8,8,"Yes",8,8,6,"Other",2,1,2,0,2,0,TRUE,FALSE
0,"GB","Male",38,11,60,2,1,"Yes",6,7,7,"Protestant",2,5,4,0,0,1,FALSE,TRUE
1,"GB","Female",77,15,210,2,4,"Yes",5,4,9,"Protestant",3,1,5,0,0,1,FALSE,FALSE
0,"GB","Male",35,19,15,7,6,"Yes",10,9,9,"Protestant",4,3,2,1,4,0,FALSE,TRUE
1,"GB","Male",42,17,180,8,6,"Yes",7,5,8,"Protestant",4,2,1,1,1,0,FALSE,TRUE
1,"GB","Female",46,17,245,5,5,"No",7,6,7,"Protestant",3,2,2,1,7,0,FALSE,TRUE
0,"GB","Female",57,16,30,7,6,"Yes",5,8,4,"Roman Catholic",4,1,2,1,5,1,FALSE,FALSE
0,"GB","Female",58,11,45,5,5,"Yes",6,6,8,"Protestant",3,2,3,0,6,1,FALSE,TRUE
1,"GB","Female",85,12,0,5,4,"Yes",7,5,9,"Protestant",3,3,2,0,5,1,FALSE,FALSE
0,"GB","Male",46,4,120,8,7,"No",7,8,8,"Protestant",3,2,3,0,9,1,TRUE,TRUE
0,"GB","Female",22,16,10,6,4,"Yes",6,8,7,"Protestant",4,1,2,1,7,1,FALSE,FALSE
1,"GB","Male",90,13,210,4,3,"Yes",4,5,8,"Protestant",2,3,3,0,0,1,FALSE,FALSE
1,"GB","Female",37,6,540,6,3,"Yes",6,9,7,"Islamic",3,1,1,0,7,0,FALSE,TRUE
0,"GB","Male",43,18,60,6,6,"No",8,3,4,"Roman Catholic",3,2,2,1,5,0,FALSE,FALSE
1,"GB","Male",88,19,60,10,6,"Yes",7,8,9,"Protestant",4,2,2,1,3,0,FALSE,FALSE
1,"GB","Female",43,15,60,5,2,"Yes",3,4,7,"Protestant",3,2,2,1,3,1,FALSE,TRUE
0,"GB","Female",60,18,120,7,7,"Yes",7,7,8,"Other",3,2,1,1,6,0,FALSE,TRUE
1,"GB","Male",62,15,45,8,5,"No",8,9,7,"Protestant",3,1,1,1,1,1,FALSE,TRUE
0,"GB","Female",34,17,30,6,4,"Yes",7,6,7,"Roman Catholic",4,2,1,0,6,0,FALSE,FALSE
0,"GB","Male",82,13,120,5,3,"No",5,3,8,"Protestant",3,3,2,0,7,0,FALSE,FALSE
0,"GB","Female",72,11,30,7,6,"Yes",8,7,8,"Roman Catholic",3,1,1,0,7,1,FALSE,FALSE
1,"GB","Male",68,18,30,6,6,"Yes",7,8,10,"Protestant",3,1,1,0,0,1,FALSE,FALSE
1,"GB","Female",80,11,60,4,5,"No",4,4,9,"Protestant",2,3,3,0,2,1,FALSE,FALSE
1,"GB","Male",45,12,120,8,5,"Yes",5,5,8,"Protestant",3,2,4,0,1,1,FALSE,FALSE
0,"GB","Female",53,5,30,7,6,"Yes",7,8,6,"Protestant",3,5,1,1,6,1,FALSE,FALSE
1,"GB","Male",40,12,30,2,2,"Yes",8,8,7,"Protestant",3,3,3,1,5,0,FALSE,FALSE
0,"GB","Female",67,19,30,5,4,"Yes",5,4,1,"Protestant",2,3,3,0,5,1,FALSE,FALSE
1,"GB","Male",76,9,60,3,0,"Yes",5,5,3,"Other",3,2,5,0,0,1,FALSE,TRUE
0,"GB","Female",74,12,60,6,5,"Yes",7,7,8,"Roman Catholic",3,2,2,1,4,1,FALSE,TRUE
1,"GB","Female",67,15,150,6,4,"Yes",5,4,10,"Protestant",3,2,2,1,5,1,FALSE,TRUE
1,"GB","Female",34,17,30,3,1,"Yes",5,3,4,"Protestant",3,3,2,1,5,1,FALSE,FALSE
1,"GB","Male",18,11,15,4,1,"No",5,1,8,"Protestant",2,4,6,0,5,0,FALSE,FALSE
0,"GB","Female",54,20,120,7,1,"Yes",7,7,10,"Protestant",3,2,2,1,6,1,FALSE,FALSE
1,"GB","Male",64,13,90,4,6,"Yes",5,4,8,"Protestant",2,2,2,0,3,1,FALSE,FALSE
1,"GB","Male",75,9,120,10,5,"Yes",2,4,10,"Roman Catholic",5,2,2,0,3,0,FALSE,FALSE
1,"GB","Male",33,20,240,5,3,"No",10,10,8,"Protestant",2,1,1,0,5,0,FALSE,FALSE
0,"GB","Male",77,11,480,8,8,"Yes",6,9,9,"Other",2,4,5,1,4,1,FALSE,FALSE
0,"GB","Female",68,11,120,6,2,"Yes",7,7,8,"Protestant",4,1,2,0,4,1,FALSE,TRUE
0,"GB","Male",44,19,20,5,7,"Yes",8,7,8,"Protestant",2,2,1,0,7,0,FALSE,FALSE
0,"GB","Female",79,10,60,5,7,"Yes",5,2,8,"Protestant",3,1,1,0,2,1,FALSE,FALSE
1,"GB","Female",44,15,45,8,7,"Yes",9,7,7,"Protestant",2,6,1,1,4,0,FALSE,TRUE
1,"GB","Female",79,8,120,6,4,"No",2,2,10,"Protestant",3,2,4,0,2,0,FALSE,FALSE
0,"GB","Female",37,9,60,6,7,"No",3,8,9,"Islamic",2,3,2,0,5,0,FALSE,FALSE
0,"GB","Female",67,11,7,5,3,"Yes",5,5,10,"Protestant",3,1,2,0,3,1,FALSE,TRUE
0,"GB","Female",66,10,30,7,6,"Yes",5,5,10,"Protestant",3,4,2,0,3,0,FALSE,TRUE
1,"GB","Male",79,11,105,6,7,"Yes",3,2,10,"Protestant",4,2,3,0,3,1,FALSE,FALSE
1,"GB","Male",46,11,120,3,1,"No",3,2,10,"Protestant",3,2,5,1,0,0,FALSE,TRUE
1,"GB","Female",38,10,0,3,7,"No",1,1,8,"Protestant",4,4,1,0,3,0,FALSE,TRUE
1,"GB","Female",66,12,60,5,5,"Yes",5,5,10,"Protestant",3,2,2,1,4,1,FALSE,FALSE
1,"GB","Female",54,12,60,4,5,"Yes",5,2,8,"Protestant",2,4,3,1,5,0,FALSE,TRUE
1,"GB","Male",63,10,60,5,5,"Yes",6,8,9,"Roman Catholic",3,2,3,0,4,0,FALSE,FALSE
0,"GB","Female",73,10,0,7,6,"Yes",7,6,0,"Protestant",1,2,1,0,5,0,FALSE,TRUE
1,"GB","Female",66,10,10,7,5,"Yes",3,4,9,"Protestant",3,3,4,0,3,1,FALSE,TRUE
0,"GB","Female",58,12,30,7,5,"Yes",10,10,10,"Other",3,2,2,0,7,0,FALSE,FALSE
1,"GB","Female",70,10,180,8,4,"Yes",6,6,8,"Protestant",3,2,4,0,4,0,FALSE,TRUE
0,"GB","Male",46,19,60,5,7,"Yes",7,7,8,"Protestant",3,5,5,1,7,1,FALSE,TRUE
1,"GB","Female",79,10,0,6,0,"No",5,5,8,"Other",4,1,2,0,9,1,FALSE,FALSE
0,"GB","Female",57,13,180,5,2,"Yes",2,2,2,"Roman Catholic",3,2,2,0,5,0,FALSE,FALSE
1,"GB","Male",35,12,60,5,4,"Yes",5,5,6,"Roman Catholic",4,2,2,1,3,0,FALSE,TRUE
1,"GB","Male",64,23,60,8,3,"Yes",8,6,10,"Protestant",4,2,1,1,1,0,FALSE,FALSE
0,"GB","Female",78,13,180,8,6,"Yes",5,4,8,"Protestant",3,1,2,0,5,1,FALSE,TRUE
1,"GB","Female",77,10,0,5,0,"Yes",4,6,1,"Roman Catholic",1,2,3,0,2,0,FALSE,TRUE
0,"GB","Female",67,10,30,7,3,"Yes",6,3,8,"Protestant",3,3,2,1,3,0,FALSE,TRUE
0,"GB","Female",69,12,90,7,8,"Yes",5,7,9,"Protestant",3,2,2,0,6,0,FALSE,TRUE
0,"GB","Female",46,18,60,6,4,"Yes",7,7,8,"Protestant",3,3,2,1,6,0,FALSE,FALSE
0,"GB","Male",31,15,0,6,4,"Yes",6,7,7,"Roman Catholic",1,2,2,1,5,1,FALSE,FALSE
0,"GB","Female",30,9,0,5,5,"No",7,6,8,"Roman Catholic",1,1,1,0,7,0,FALSE,FALSE
0,"GB","Female",37,10,240,5,5,"No",6,6,6,"Roman Catholic",3,2,3,0,6,0,FALSE,FALSE
0,"GB","Female",33,12,0,5,5,"No",2,3,5,"Protestant",2,3,6,0,4,1,FALSE,FALSE
0,"GB","Female",34,14,30,5,6,"Yes",7,8,6,"Protestant",3,3,2,1,7,0,FALSE,TRUE
0,"GB","Female",64,14,10,6,6,"Yes",3,5,7,"Protestant",3,4,3,1,4,1,FALSE,TRUE
0,"GB","Female",18,12,0,10,5,"No",9,9,9,"Other",4,2,1,0,1,0,FALSE,TRUE
1,"GB","Female",70,11,60,7,3,"Yes",5,5,9,"Protestant",3,3,3,0,2,0,FALSE,FALSE
1,"GB","Male",65,11,60,8,5,"Yes",8,6,10,"Protestant",5,1,2,0,8,0,FALSE,FALSE
0,"GB","Female",60,11,30,6,0,"Yes",8,8,10,"Protestant",1,2,1,0,10,1,FALSE,TRUE
1,"GB","Female",54,14,30,8,6,"Yes",7,7,8,"Roman Catholic",3,1,1,1,0,1,FALSE,FALSE
1,"GB","Male",67,21,30,7,6,"Yes",5,6,9,"Roman Catholic",3,4,2,1,1,1,FALSE,FALSE
0,"GB","Female",77,16,60,9,4,"Yes",7,6,9,"Protestant",2,1,2,0,7,1,FALSE,TRUE
1,"GB","Male",65,23,120,10,6,"Yes",10,7,10,"Roman Catholic",2,3,1,1,0,0,FALSE,FALSE
1,"GB","Female",65,10,30,2,0,"Yes",5,5,10,"Protestant",3,3,2,0,5,0,FALSE,TRUE
0,"GB","Male",67,8,60,0,8,"Yes",0,0,6,"Islamic",3,1,1,0,5,0,FALSE,FALSE
1,"GB","Female",70,13,2,7,4,"Yes",3,5,10,"Roman Catholic",3,4,1,1,5,1,FALSE,TRUE
0,"GB","Male",85,12,60,8,6,"Yes",7,8,5,"Protestant",3,2,2,0,4,1,FALSE,FALSE
1,"GB","Female",51,18,10,7,5,"Yes",6,6,8,"Protestant",4,2,3,1,3,1,FALSE,TRUE
1,"GB","Male",52,10,15,5,0,"Yes",0,0,0,"Protestant",3,2,2,0,0,0,FALSE,TRUE
1,"GB","Female",39,23,120,4,2,"Yes",10,10,10,"Roman Catholic",3,4,3,1,2,1,FALSE,FALSE
1,"GB","Male",84,13,60,6,5,"Yes",5,4,8,"Protestant",2,2,2,1,1,1,FALSE,TRUE
0,"GB","Male",45,12,0,5,1,"Yes",7,3,0,"Protestant",3,3,2,1,6,1,FALSE,TRUE
1,"GB","Male",54,11,10,5,0,"Yes",4,2,6,"Protestant",3,3,3,1,0,0,FALSE,FALSE
0,"GB","Female",36,12,600,0,5,"No",8,7,5,"Other",3,2,2,0,4,1,FALSE,TRUE
1,"GB","Female",67,10,60,8,3,"Yes",5,4,9,"Protestant",2,2,3,0,5,0,FALSE,FALSE
1,"GB","Male",40,15,120,6,4,"Yes",7,7,9,"Protestant",2,2,2,0,0,0,FALSE,TRUE
0,"GB","Female",31,12,0,5,5,"No",2,3,8,"Roman Catholic",2,3,3,1,5,0,FALSE,FALSE
0,"GB","Female",51,18,240,7,6,"Yes",7,6,10,"Protestant",3,1,2,1,6,1,FALSE,TRUE
0,"GB","Male",55,18,60,2,5,"Yes",9,9,8,"Roman Catholic",3,1,1,1,5,1,FALSE,TRUE
1,"GB","Female",93,11,150,7,4,"Yes",7,8,9,"Protestant",2,1,3,0,2,0,FALSE,FALSE
0,"GB","Female",65,17,30,4,2,"Yes",5,7,5,"Roman Catholic",2,4,2,0,6,1,FALSE,FALSE
1,"GB","Female",75,10,360,8,0,"Yes",5,6,10,"Protestant",2,3,2,0,6,0,FALSE,FALSE
0,"GB","Male",25,17,600,7,3,"Yes",8,8,7,"Roman Catholic",4,4,2,1,8,0,FALSE,TRUE
0,"GB","Male",64,11,60,8,7,"Yes",8,8,7,"Other",3,5,1,0,5,1,FALSE,FALSE
0,"GB","Male",25,17,120,5,3,"Yes",8,10,10,"Islamic",4,3,2,0,5,1,FALSE,TRUE
0,"GB","Male",39,18,60,7,4,"Yes",8,9,5,"Other",4,5,2,1,8,0,FALSE,FALSE
1,"GB","Male",50,18,120,3,6,"Yes",5,8,9,"Protestant",3,5,3,1,3,1,FALSE,TRUE
0,"GB","Female",21,17,20,7,4,"Yes",10,10,10,"Roman Catholic",4,4,1,0,5,0,FALSE,TRUE
0,"GB","Male",70,24,45,7,7,"Yes",10,10,8,"Protestant",5,6,1,1,8,0,FALSE,TRUE
0,"GB","Female",42,9,60,5,7,"Yes",7,8,9,"Other",4,4,1,1,10,0,FALSE,FALSE
1,"GB","Male",81,10,120,6,7,"Yes",5,6,8,"Protestant",1,2,5,0,3,0,FALSE,FALSE
1,"GB","Female",55,18,90,8,4,"Yes",7,9,6,"Protestant",3,2,3,1,4,0,FALSE,TRUE
0,"GB","Female",63,22,60,6,2,"Yes",10,8,6,"Roman Catholic",4,2,1,1,8,1,FALSE,FALSE
0,"GB","Male",32,16,0,8,5,"No",8,8,5,"Roman Catholic",1,3,1,0,5,0,FALSE,TRUE
1,"GB","Male",75,12,240,5,0,"Yes",0,0,10,"Protestant",5,1,1,0,0,0,FALSE,FALSE
1,"GB","Male",73,20,180,4,6,"Yes",7,7,9,"Protestant",4,1,2,1,0,1,FALSE,TRUE
0,"GB","Female",29,18,120,3,2,"No",6,8,10,"Roman Catholic",4,3,3,0,9,0,FALSE,TRUE
1,"GB","Male",43,12,30,8,8,"Yes",7,7,8,"Roman Catholic",5,3,1,1,3,1,FALSE,TRUE
1,"GB","Male",72,15,360,0,5,"Yes",6,5,10,"Protestant",4,2,3,0,0,0,FALSE,TRUE
1,"GB","Female",68,16,90,5,2,"Yes",5,5,3,"Roman Catholic",4,2,1,0,1,1,FALSE,FALSE
1,"GB","Male",72,20,10,5,4,"Yes",4,7,9,"Protestant",3,5,2,0,4,1,FALSE,TRUE
0,"GB","Male",58,13,150,4,2,"Yes",8,10,6,"Protestant",3,3,2,0,6,0,TRUE,TRUE
0,"GB","Female",78,16,180,7,5,"Yes",5,8,8,"Protestant",3,2,3,0,5,0,FALSE,FALSE
1,"GB","Female",33,18,20,8,3,"Yes",3,3,7,"Protestant",1,5,2,1,4,0,FALSE,TRUE
1,"GB","Female",34,20,30,9,4,"Yes",7,5,8,"Protestant",3,2,2,1,2,0,FALSE,TRUE
1,"GB","Female",53,14,15,3,1,"Yes",9,9,9,"Protestant",4,2,1,0,4,1,FALSE,FALSE
0,"GB","Male",57,13,60,2,4,"Yes",1,2,6,"Protestant",3,3,1,0,7,0,FALSE,FALSE
0,"GB","Male",23,15,10,5,7,"No",7,8,7,"Other",4,2,2,1,10,0,FALSE,TRUE
1,"GB","Female",70,10,20,6,7,"Yes",4,5,8,"Roman Catholic",3,3,3,0,4,0,FALSE,FALSE
1,"GB","Male",87,17,90,3,6,"Yes",4,4,9,"Protestant",2,3,2,0,3,1,FALSE,TRUE
1,"GB","Male",73,13,60,5,7,"Yes",8,8,9,"Protestant",3,1,1,0,2,1,FALSE,FALSE
0,"GB","Female",68,20,150,7,4,"Yes",8,7,10,"Protestant",4,2,4,1,2,1,FALSE,FALSE
0,"GB","Male",52,16,60,6,3,"Yes",5,7,6,"Roman Catholic",3,2,2,0,5,1,FALSE,FALSE
0,"GB","Female",49,18,60,7,3,"Yes",7,8,8,"Protestant",4,2,2,1,5,1,FALSE,FALSE
0,"GB","Female",80,17,80,7,6,"Yes",8,8,8,"Protestant",3,2,1,0,5,1,FALSE,FALSE
1,"GB","Female",59,14,45,6,5,"Yes",3,10,9,"Protestant",3,1,3,0,3,1,FALSE,FALSE
0,"GB","Male",81,10,60,6,3,"Yes",6,5,10,"Protestant",2,1,3,0,3,0,FALSE,TRUE
0,"GB","Female",46,25,120,8,2,"Yes",8,7,10,"Protestant",3,1,2,1,5,0,FALSE,TRUE
1,"GB","Male",45,10,0,0,0,"No",0,2,9,"Other",5,1,1,0,0,0,FALSE,FALSE
0,"GB","Male",58,15,15,3,4,"Yes",3,4,3,"Roman Catholic",3,3,3,1,5,1,FALSE,TRUE
0,"GB","Male",42,18,1080,7,4,"Yes",5,8,5,"Other",4,4,2,1,4,0,FALSE,FALSE
1,"GB","Male",65,13,180,4,3,"No",5,5,5,"Protestant",3,1,1,0,0,1,FALSE,TRUE
1,"GB","Male",27,12,15,5,4,"No",2,4,7,"Roman Catholic",2,4,3,1,3,0,FALSE,TRUE
1,"GB","Female",78,18,60,8,6,"Yes",6,3,9,"Protestant",4,1,2,0,0,0,FALSE,FALSE
1,"GB","Male",53,12,30,5,4,"Yes",3,5,6,"Protestant",3,2,3,1,0,0,FALSE,FALSE
1,"GB","Female",61,10,15,0,0,"Yes",5,0,5,"Protestant",3,2,2,1,0,1,FALSE,FALSE
1,"GB","Female",48,11,60,6,7,"Yes",6,7,8,"Roman Catholic",3,1,3,0,5,1,FALSE,TRUE
1,"GB","Female",57,12,60,6,6,"Yes",5,6,10,"Protestant",4,1,3,0,6,0,FALSE,TRUE
0,"GB","Female",39,17,60,5,5,"Yes",3,8,6,"Protestant",3,3,2,1,4,0,FALSE,TRUE
1,"GB","Female",37,9,0,4,0,"Yes",0,0,7,"Protestant",3,6,2,0,1,0,FALSE,FALSE
0,"GB","Female",65,11,60,5,4,"Yes",7,6,9,"Roman Catholic",3,2,4,0,5,0,FALSE,FALSE
0,"GB","Female",32,14,15,5,5,"No",2,6,6,"Protestant",4,3,2,0,6,0,FALSE,FALSE
